session_id,player_id,duration_mins,score
S_00191,P_0024,8.488666961512141,250
S_00192,P_0054,27.127007641300608,345
S_00193,P_0033,30.862110045364453,66
S_00194,P_0024,,178
S_00195,P_0075,28.470757312802156,266
S_00196,P_0072,30.632011226128938,110
S_00197,P_0036,37.718834860358086,476
S_00198,P_0038,48.069526088637375,153
S_00199,P_0084,42.770313969007645,91
S_00200,P_0099,20.69454416196672,74
S_00201,P_0089,18.953817416135305,88
S_00202,P_0099,38.69256602324781,340
S_00203,P_0025,21.79080245493718,180
S_00204,P_0093,11.579189713145638,278
S_00205,P_0018,65.61212615100894,157
S_00206,P_0082,25.339136030742093,221
S_00207,P_0066,20.602137259671842,484
S_00208,P_0054,-2.8819508436296815,151
S_00209,P_0035,42.771031385682434,403
S_00210,P_0080,15.180962313051879,61
S_00211,P_0061,30.429308393517392,324
S_00212,P_0041,44.52934734456632,150
S_00213,P_0100,15.415971784138927,93
S_00214,P_0033,31.192236777263076,492
S_00215,P_0068,52.85681115290713,354
S_00216,P_0033,-6.851205852952191,494
S_00217,P_0014,17.842412295311718,66
S_00218,P_0021,16.43187174319393,379
S_00219,P_0048,27.196423161593867,106
S_00220,P_0020,29.28313683939693,360
S_00221,P_0008,14.081060505801144,352
S_00222,P_0007,,61
S_00223,P_0067,18.401625443207656,367
S_00224,P_0017,24.738161322406967,129
S_00225,P_0033,33.27334098796644,265
S_00226,P_0048,43.65846183556621,388
S_00227,P_0076,45.82996494819622,313
S_00228,P_0059,39.804513920029855,198
S_00229,P_0086,16.89038820772355,130
S_00230,P_0022,29.950561195089694,264
S_00231,P_0030,65.61494105238583,423
S_00232,P_0038,45.21799039030947,247
S_00233,P_0051,23.392431616897124,249
S_00234,P_0054,53.7305727444567,74
S_00235,P_0008,24.17896215303879,138
S_00236,P_0027,19.973970475450976,317
S_00237,P_0027,50.935979038928465,192
S_00238,P_0098,10.355260649821524,108
S_00239,P_0021,1.2933362959746546,459
S_00240,P_0030,44.119268670907125,414
S_00241,P_0097,30.415363974243192,75
S_00242,P_0028,31.91048217805734,96
S_00243,P_0064,24.57865740859534,337
S_00244,P_0097,26.422599489239126,315
S_00245,P_0069,23.128351457529355,65
S_00246,P_0061,20.610106046183994,248
S_00247,P_0048,24.271346664468574,450
S_00248,P_0019,23.798231417734506,456
S_00249,P_0004,17.57124343471897,331
S_00250,P_0035,21.822462010022342,135
S_00251,P_0064,-7.541392824933233,299
S_00252,P_0049,40.26963302332753,440
S_00253,P_0017,35.853799034747134,319
S_00254,P_0044,28.726367512562515,384
S_00255,P_0092,33.55986577139615,166
S_00256,P_0030,34.10366104707943,56
S_00257,P_0093,,186
S_00258,P_0046,22.01129546669393,420
S_00259,P_0006,37.924749144455646,225
S_00260,P_0099,33.11255227738704,377
S_00261,P_0037,60.64980734523458,364
S_00262,P_0024,54.29418233155967,264
S_00263,P_0093,43.99518210582525,131
S_00264,P_0046,,272
S_00265,P_0053,21.531644950956377,421
S_00266,P_0095,,472
S_00267,P_0099,34.19636024680064,451
S_00268,P_0060,-11.114322666895525,492
S_00269,P_0097,23.120710845855015,152
S_00270,P_0063,25.39925401017274,322
S_00271,P_0085,7.135642002450119,63
S_00272,P_0032,41.96604471867952,208
S_00273,P_0087,12.912874071151762,201
S_00274,P_0033,34.01613998554892,157
S_00275,P_0067,71.75666135233577,237
S_00276,P_0018,5.834915850671681,350
S_00277,P_0025,27.77172892489426,147
S_00278,P_0095,23.88809793547102,180
S_00279,P_0054,20.97046981655423,342
S_00280,P_0058,41.403766419530406,220
S_00281,P_0067,46.59493657242664,473
S_00282,P_0046,41.574572239520045,232
S_00283,P_0024,19.149913763231492,413
S_00284,P_0032,66.50772117603624,88
S_00285,P_0047,3.4463521748716204,64
S_00286,P_0086,14.510563964485579,425
S_00287,P_0023,32.54593926585561,53
S_00288,P_0066,,398
S_00289,P_0027,37.32066119068124,458
S_00290,P_0002,53.702011426128024,446
S_00291,P_0090,28.202236209516016,259
S_00292,P_0017,31.70594190319471,210
S_00293,P_0033,21.08225920913626,65
S_00294,P_0009,38.82492777690963,475
S_00295,P_0043,25.22282234024491,157
S_00296,P_0048,25.214144684004854,431
S_00297,P_0039,38.152247294456664,499
S_00298,P_0093,45.523813906208986,360
S_00299,P_0042,-3.1215982751081555,276
S_00300,P_0026,35.411676370101425,219
S_00301,P_0099,25.946950219836925,83
S_00302,P_0050,44.214254064921136,463
S_00303,P_0025,26.24816098388233,300
S_00304,P_0024,49.51578649743449,296
S_00305,P_0013,19.85380469273942,318
S_00306,P_0060,-3.4549486143883357,190
S_00307,P_0007,45.773895610074995,323
S_00308,P_0057,17.34682556631794,465
S_00309,P_0036,6.296220948847093,145
S_00310,P_0045,30.240801279658964,276
S_00311,P_0020,26.412320009547468,428
S_00312,P_0065,42.346574636175106,88
S_00313,P_0008,43.38616229722817,351
S_00314,P_0016,31.434306688340886,78
S_00315,P_0014,16.727760871230227,495
S_00316,P_0076,34.304118918364466,367
S_00317,P_0087,32.477915701808655,294
S_00318,P_0015,38.53405011704462,285
S_00319,P_0092,,234
S_00320,P_0098,23.994406902486705,321
S_00321,P_0066,37.64067174504159,489
S_00322,P_0032,48.70990582847587,285
S_00323,P_0087,44.48883011939385,288
S_00324,P_0063,31.230823067291965,426
S_00325,P_0086,22.689074641182785,315
S_00326,P_0051,36.05730838018958,463
S_00327,P_0025,13.629143440597943,458
S_00328,P_0058,17.74497841108659,408
S_00329,P_0063,52.64656968689435,389
S_00330,P_0062,36.030517200703834,438
S_00331,P_0022,24.787098993405674,114
S_00332,P_0058,42.43708026877903,226
S_00333,P_0058,49.30462445774391,52
S_00334,P_0086,23.330436626315397,478
S_00335,P_0049,23.58888086325787,191
S_00336,P_0052,21.710313399794916,425
S_00337,P_0042,44.457754780730426,207
S_00338,P_0070,44.60336171280186,373
S_00339,P_0015,50.78854981936648,195
S_00340,P_0054,45.12904424773254,495
S_00341,P_0060,5.516728808572218,342
S_00342,P_0097,34.21446481377299,202
S_00343,P_0008,14.124218957294218,481
S_00344,P_0053,22.306284375428767,242
S_00345,P_0060,32.55891305371295,486
S_00346,P_0005,42.53348097524856,122
S_00347,P_0068,16.637349863233837,448
S_00348,P_0006,-4.870794921786022,354
S_00349,P_0096,32.70796262708147,426
S_00350,P_0094,69.65357375097825,393
S_00351,P_0047,26.95730670494771,189
S_00352,P_0099,30.70373152425388,236
S_00353,P_0055,56.73245427804118,342
S_00354,P_0040,38.85411928592682,110
S_00355,P_0052,33.25291555474408,476
S_00356,P_0016,36.63174997970209,429
S_00357,P_0013,33.75365898860473,247
S_00358,P_0030,12.90368357764941,344
S_00359,P_0019,,489
S_00360,P_0017,58.30242168186355,368
S_00361,P_0063,32.758250278577364,351
S_00362,P_0019,31.501431638695475,393
S_00363,P_0092,28.646585039156854,60
S_00364,P_0058,41.716099014246794,111
S_00365,P_0055,68.0803665260623,382
S_00366,P_0090,,275
S_00367,P_0090,21.17869760528171,202
S_00368,P_0062,27.99898713162684,248
S_00369,P_0023,46.064947008078825,101
S_00370,P_0009,21.257990978805037,309
S_00371,P_0012,,108
S_00372,P_0001,-4.811060609671955,121
S_00373,P_0058,26.551806428304197,197
S_00374,P_0001,39.42210020221004,398
S_00375,P_0034,49.051883198635736,112
S_00376,P_0096,17.722886744364132,359
S_00377,P_0048,7.458524735540948,422
S_00378,P_0089,26.088972526622715,292
S_00379,P_0001,13.118714883796667,415
S_00380,P_0016,27.764449999057053,379
S_00381,P_0061,29.90019818053144,156
S_00382,P_0064,10.212824321970828,275
S_00383,P_0063,42.06658665166297,362
S_00384,P_0069,27.641791599533235,267
S_00385,P_0022,,474
S_00386,P_0093,2.3264213955585937,290
S_00387,P_0067,14.742117441819142,308
S_00388,P_0076,37.75003962972184,425
S_00389,P_0026,18.013341437621023,311
S_00390,P_0016,27.53196512925456,54
S_00391,P_0051,30.010486763357623,310
S_00392,P_0086,32.373839714300516,103
S_00393,P_0057,19.836506808994393,96
S_00394,P_0029,32.23929845208716,264
S_00395,P_0078,18.2618444214828,226
S_00396,P_0092,40.11420703120163,58
S_00397,P_0069,28.27733970775465,148
S_00398,P_0047,32.32554935393278,69
S_00399,P_0094,68.548902595355,427
S_00400,P_0062,13.39343318099968,290
S_00001,P_0008,26.439120581899964,211
S_00002,P_0088,58.080085207084565,429
S_00003,P_0063,29.708367886506778,136
S_00004,P_0011,16.011125151583784,104
S_00005,P_0081,10.575862882802102,337
S_00006,P_0008,28.423222428803793,227
S_00007,P_0035,0.0755764266352621,440
S_00008,P_0035,10.497107376098402,398
S_00009,P_0033,53.14601477788626,57
S_00010,P_0005,49.84895710726855,370
